Timestamp	Filename	Error	Message
2018-11-05 09:58:35.733 -0800	fmajax.set_hash ( data ) 3	0	script steps imported : 41
2018-11-05 09:58:35.740 -0800	fmajax.export_web_files ( [filename] ) 3	0	script steps imported : 36
2018-11-05 09:58:35.746 -0800	fmajax.set_file ( data ) 3	0	script steps imported : 30
2018-11-05 09:58:35.749 -0800	fmajax.set_receiving_viewer ( object name ) 3	0	script steps imported : 9
2018-11-05 09:58:35.751 -0800	fmajax.set_callback ( js function name ) 3	0	script steps imported : 9
2018-11-05 09:58:35.754 -0800	fmajax.new_code_file 3	0	script steps imported : 18
2018-11-05 09:58:35.757 -0800	fmajax.new_web_viewer 3	0	script steps imported : 20
2018-11-05 09:58:35.760 -0800	fmajax.set_dev_path 3	0	script steps imported : 7
2018-11-05 09:58:35.761 -0800	--	0	script steps imported : 0
2018-11-05 09:58:35.762 -0800	Private 3	0	script steps imported : 0
2018-11-05 09:58:35.765 -0800	fmajax.exportXSL 3	0	script steps imported : 13
2018-11-05 09:58:35.768 -0800	JSONEncode 3	0	script steps imported : 3
2018-11-05 09:58:35.769 -0800	--	0	script steps imported : 0
2018-11-05 09:58:35.769 -0800	--	0	script steps imported : 0
2018-11-05 09:58:35.770 -0800	--	0	script steps imported : 0
2018-11-05 09:58:35.771 -0800	AMMcenter.fmp12	0	scripts imported : 26
2018-11-05 09:58:35.771 -0800	AMMcenter.fmp12	0	Import completed
2018-11-05 10:49:28.018 -0800	AMMcenter.fmp12	0	Import of scripts from file “FMAjax.fmp12” started
2018-11-05 10:49:28.019 -0800	AMMcenter.fmp12	0	Script “Modules” imported as “Modules 4” since a script named “Modules” already exists.
2018-11-05 10:49:28.020 -0800	AMMcenter.fmp12	0	Script “fmajax” imported as “fmajax 4” since a script named “fmajax” already exists.
2018-11-05 10:49:28.022 -0800	AMMcenter.fmp12	0	Script “fmajax.READ ME” imported as “fmajax.READ ME 4” since a script named “fmajax.READ ME” already exists.
2018-11-05 10:49:28.023 -0800	AMMcenter.fmp12	0	Script “Public” imported as “Public 4” since a script named “Public” already exists.
2018-11-05 10:49:28.024 -0800	AMMcenter.fmp12	0	Script “fmajax.init” imported as “fmajax.init 4” since a script named “fmajax.init” already exists.
2018-11-05 10:49:28.024 -0800	AMMcenter.fmp12	0	Script “fmajax.return_temp_path” imported as “fmajax.return_temp_path 4” since a script named “fmajax.return_temp_path” already exists.
2018-11-05 10:49:28.025 -0800	AMMcenter.fmp12	0	Script “fmajax.(re)load_web_viewer ( [object name] )” imported as “fmajax.(re)load_web_viewer ( [object name] ) 4” since a script named “fmajax.(re)load_web_viewer ( [object name] )” already exists.
2018-11-05 10:49:28.027 -0800	AMMcenter.fmp12	0	Script “fmajax.import_web_files ( [filename] )” imported as “fmajax.import_web_files ( [filename] ) 4” since a script named “fmajax.import_web_files ( [filename] )” already exists.
2018-11-05 10:49:28.027 -0800	AMMcenter.fmp12	0	Script “fmajax.set_hash ( data )” imported as “fmajax.set_hash ( data ) 4” since a script named “fmajax.set_hash ( data )” already exists.
2018-11-05 10:49:28.028 -0800	AMMcenter.fmp12	0	Script “fmajax.export_web_files ( [filename] )” imported as “fmajax.export_web_files ( [filename] ) 4” since a script named “fmajax.export_web_files ( [filename] )” already exists.
2018-11-05 10:49:28.030 -0800	AMMcenter.fmp12	0	Script “fmajax.set_file ( data )” imported as “fmajax.set_file ( data ) 4” since a script named “fmajax.set_file ( data )” already exists.
2018-11-05 10:49:28.031 -0800	AMMcenter.fmp12	0	Script “fmajax.set_receiving_viewer ( object name )” imported as “fmajax.set_receiving_viewer ( object name ) 4” since a script named “fmajax.set_receiving_viewer ( object name )” already exists.
2018-11-05 10:49:28.032 -0800	AMMcenter.fmp12	0	Script “fmajax.set_callback ( js function name )” imported as “fmajax.set_callback ( js function name ) 4” since a script named “fmajax.set_callback ( js function name )” already exists.
2018-11-05 10:49:28.033 -0800	AMMcenter.fmp12	0	Script “fmajax.new_code_file” imported as “fmajax.new_code_file 4” since a script named “fmajax.new_code_file” already exists.
2018-11-05 10:49:28.034 -0800	AMMcenter.fmp12	0	Script “fmajax.new_web_viewer” imported as “fmajax.new_web_viewer 4” since a script named “fmajax.new_web_viewer” already exists.
2018-11-05 10:49:28.035 -0800	AMMcenter.fmp12	0	Script “fmajax.set_dev_path” imported as “fmajax.set_dev_path 4” since a script named “fmajax.set_dev_path” already exists.
2018-11-05 10:49:28.037 -0800	AMMcenter.fmp12	0	Script “Private” imported as “Private 4” since a script named “Private” already exists.
2018-11-05 10:49:28.038 -0800	AMMcenter.fmp12	0	Script “fmajax.exportXSL” imported as “fmajax.exportXSL 4” since a script named “fmajax.exportXSL” already exists.
2018-11-05 10:49:28.040 -0800	AMMcenter.fmp12	0	Script “JSONEncode” imported as “JSONEncode 4” since a script named “JSONEncode” already exists.
2018-11-05 10:49:28.042 -0800	Modules 4	0	script steps imported : 0
2018-11-05 10:49:28.043 -0800	fmajax 4	0	script steps imported : 0
2018-11-05 10:49:28.052 -0800	fmajax.READ ME 4	0	script steps imported : 102
2018-11-05 10:49:28.054 -0800	Public 4	0	script steps imported : 0
2018-11-05 10:49:28.057 -0800	fmajax.init 4	0	script steps imported : 14
2018-11-05 10:49:28.059 -0800	fmajax.return_temp_path 4	0	script steps imported : 2
2018-11-05 10:49:28.066 -0800	fmajax.(re)load_web_viewer ( [object name] ) 4	0	script steps imported : 27
2018-11-05 10:49:28.074 -0800	fmajax.import_web_files ( [filename] ) 4	0	script steps imported : 35
2018-11-05 10:49:28.085 -0800	fmajax.set_hash ( data ) 4	0	script steps imported : 41
2018-11-05 10:49:28.093 -0800	fmajax.export_web_files ( [filename] ) 4	0	script steps imported : 36
2018-11-05 10:49:28.099 -0800	fmajax.set_file ( data ) 4	0	script steps imported : 30
2018-11-05 10:49:28.102 -0800	fmajax.set_receiving_viewer ( object name ) 4	0	script steps imported : 9
2018-11-05 10:49:28.105 -0800	fmajax.set_callback ( js function name ) 4	0	script steps imported : 9
2018-11-05 10:49:28.108 -0800	fmajax.new_code_file 4	0	script steps imported : 18
2018-11-05 10:49:28.112 -0800	fmajax.new_web_viewer 4	0	script steps imported : 20
2018-11-05 10:49:28.115 -0800	fmajax.set_dev_path 4	0	script steps imported : 7
2018-11-05 10:49:28.116 -0800	--	0	script steps imported : 0
2018-11-05 10:49:28.116 -0800	Private 4	0	script steps imported : 0
2018-11-05 10:49:28.120 -0800	fmajax.exportXSL 4	0	script steps imported : 13
2018-11-05 10:49:28.123 -0800	JSONEncode 4	0	script steps imported : 3
2018-11-05 10:49:28.124 -0800	--	0	script steps imported : 0
2018-11-05 10:49:28.125 -0800	--	0	script steps imported : 0
2018-11-05 10:49:28.126 -0800	--	0	script steps imported : 0
2018-11-05 10:49:28.127 -0800	AMMcenter.fmp12	0	scripts imported : 19
2018-11-05 10:49:28.127 -0800	AMMcenter.fmp12	0	Import completed
2018-12-17 15:50:39.752 -0800	AMMcenter.fmp12	0	Import operations started
2018-12-17 15:50:39.756 -0800	AMMcenter.fmp12	0	Import of tables from file “HTML.fmp12” started
2018-12-17 15:50:39.775 -0800	HTML	0	fields imported : 13
2018-12-17 15:50:39.776 -0800	AMMcenter.fmp12	0	tables imported : 1
2018-12-17 15:50:39.776 -0800	AMMcenter.fmp12	0	Import completed
2018-12-17 15:50:39.778 -0800	AMMcenter.fmp12	0	Import operations committed
2018-12-17 15:50:39.779 -0800	AMMcenter.fmp12	0	==================================================================
2018-12-17 16:00:35.765 -0800	AMMcenter.fmp12	0	Import of scripts from clipboard started
2018-12-17 16:00:35.773 -0800	SUB_GatherPeople_TypeAhead::14::Go to Layout	105	Layout “People” missing.
2018-12-17 16:00:35.774 -0800	SUB_GatherPeople_TypeAhead::16::Set Field	102	Field “ID_Company” missing.
2018-12-17 16:00:35.774 -0800	SUB_GatherPeople_TypeAhead::17::Set Field	102	Field “Title” missing.
2018-12-17 16:00:35.775 -0800	SUB_GatherPeople_TypeAhead::27::Set Variable	106	Table referred to in the calculation “"'" &  People::FirstName &" " & People::LastName &"'"” is missing.
2018-12-17 16:00:35.777 -0800	SUB_GatherPeople_TypeAhead	0	script steps imported : 38
2018-12-17 16:00:35.778 -0800	AMMcenter.fmp12	0	scripts imported : 1
2018-12-17 16:00:35.778 -0800	AMMcenter.fmp12	0	Import completed
